EYCON_08,,01,02,03,04,05,06,07
DD/MM/YY,HH:MM:SS,"","","","","","",""
"LogTemps",,"T/C 1","T/C 2","T/C 3","T/C 4","T/C 5","T/C 6","Top_Pre2"
28/07/21,11:11:13,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:14,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:14,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:14,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:15,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:15,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:15,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:16,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:16,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:17,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:17,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:17,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:17,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:18,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:18,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:18,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:19,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:19,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:19,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:20,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:20,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:20,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:21,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:21,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:21,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:22,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:22,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:23,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:23,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:23,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:24,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:24,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:24,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:25,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:25,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:25,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:25,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:26,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:26,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:26,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:27,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:27,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:27,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:28,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:28,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:28,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:29,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:29,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:30,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:30,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:30,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:30,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:31,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:31,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:32,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:32,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:33,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:33,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:33,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:34,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:34,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:34,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:35,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:35,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:35,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:36,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:36,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:36,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:37,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:37,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:37,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:38,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:38,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:38,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:39,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:39,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:39,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:40,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:40,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:40,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:41,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:41,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:41,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:42,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:42,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:42,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:43,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:43,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:43,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:44,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:44,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:44,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:45,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:45,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:45,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:46,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:46,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:46,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:47,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:47,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:47,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:48,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:48,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:48,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:49,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:49,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:49,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:50,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:50,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:50,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:51,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:51,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:51,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:52,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:52,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:52,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:53,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:53,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:53,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:54,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:54,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:54,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:55,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:55,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:55,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:56,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:56,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:56,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:57,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:57,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:57,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:58,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:58,171,2192,2192,2192,2192,2192,1
28/07/21,11:11:58,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:59,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:59,171,2192,2192,2192,2192,2192,0
28/07/21,11:11:59,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:00,171,2192,2192,2192,2192,2192,1
28/07/21,11:12:00,171,2192,2192,2192,2192,2192,1
28/07/21,11:12:00,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:01,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:01,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:01,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:02,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:02,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:02,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:03,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:03,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:03,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:04,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:04,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:04,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:05,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:05,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:05,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:06,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:06,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:06,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:07,171,2192,2192,2192,2192,2192,1
28/07/21,11:12:07,171,2192,2192,2192,2192,2192,1
28/07/21,11:12:07,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:08,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:08,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:08,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:09,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:09,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:09,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:10,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:10,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:10,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:11,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:11,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:11,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:12,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:12,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:12,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:13,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:13,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:13,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:14,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:14,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:14,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:15,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:15,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:15,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:16,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:16,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:16,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:17,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:17,171,2192,2192,2192,2192,2192,1
28/07/21,11:12:17,171,2192,2192,2192,2192,2192,1
28/07/21,11:12:18,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:18,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:18,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:19,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:19,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:19,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:20,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:20,171,2192,2192,2192,2192,2192,0
28/07/21,11:12:20,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:21,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:21,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:21,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:22,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:22,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:22,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:23,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:23,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:23,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:24,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:24,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:24,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:25,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:25,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:25,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:26,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:26,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:26,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:27,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:27,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:27,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:28,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:28,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:28,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:29,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:29,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:29,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:30,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:30,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:30,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:31,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:31,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:31,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:32,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:32,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:32,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:33,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:33,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:33,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:34,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:34,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:34,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:35,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:35,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:35,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:36,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:36,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:36,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:37,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:37,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:37,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:38,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:38,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:38,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:39,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:39,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:39,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:40,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:40,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:40,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:41,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:41,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:41,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:42,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:42,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:42,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:43,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:43,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:43,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:44,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:44,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:44,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:45,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:45,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:45,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:46,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:46,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:46,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:47,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:47,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:47,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:48,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:48,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:48,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:49,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:49,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:49,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:50,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:50,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:50,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:51,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:51,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:52,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:52,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:53,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:53,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:53,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:53,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:54,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:54,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:54,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:55,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:55,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:55,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:56,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:56,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:56,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:57,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:57,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:58,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:58,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:58,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:58,172,2192,2192,2192,2192,2192,0
28/07/21,11:12:59,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:59,172,2192,2192,2192,2192,2192,1
28/07/21,11:12:59,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:00,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:00,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:00,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:01,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:01,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:01,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:02,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:02,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:03,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:03,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:03,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:04,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:04,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:04,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:05,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:05,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:06,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:06,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:06,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:07,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:07,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:07,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:08,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:08,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:08,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:09,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:09,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:09,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:10,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:10,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:10,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:11,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:11,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:11,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:12,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:12,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:12,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:13,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:13,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:13,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:14,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:14,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:14,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:15,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:15,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:15,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:16,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:16,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:16,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:17,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:17,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:17,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:18,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:18,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:18,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:19,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:19,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:19,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:20,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:20,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:20,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:21,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:21,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:21,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:22,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:22,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:22,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:23,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:23,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:23,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:24,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:24,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:24,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:25,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:25,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:25,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:26,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:26,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:26,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:27,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:27,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:27,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:28,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:28,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:28,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:29,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:29,172,2192,2192,2192,2192,2192,1
28/07/21,11:13:29,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:30,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:30,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:30,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:31,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:31,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:31,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:32,172,2192,2192,2192,2192,2192,0
28/07/21,11:13:32,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:32,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:33,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:33,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:33,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:34,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:34,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:34,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:35,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:35,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:35,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:36,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:36,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:36,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:37,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:37,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:37,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:38,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:38,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:38,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:39,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:39,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:39,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:40,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:40,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:40,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:41,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:41,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:41,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:42,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:42,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:42,173,2192,2192,2192,2192,2192,0
28/07/21,11:13:43,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:43,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:43,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:44,173,2192,2192,2192,2192,2192,1
28/07/21,11:13:44,173,2192,2192,2192,2192,2192,1
